Статистика популярности языков программирования на acmp.ru
количество уникальных пар пользователь-задача для всех попыток сдать решение на языке в течение месяца
month;C++;Python;Java;Pascal;C#;JavaScript;Go;Basic;all
="09.2011";8215;0;878;10040;0;0;0;108;18953
="10.2011";10351;0;1612;17446;0;0;0;331;29273
="11.2011";8684;0;990;16040;0;0;0;195;25580
="12.2011";10330;0;916;16058;0;0;0;167;27072
="01.2012";9863;0;641;12254;0;0;0;102;22571
="02.2012";6954;0;564;9963;0;0;0;145;17392
="03.2012";6446;0;837;9204;0;0;0;62;16289
="04.2012";5891;0;832;7648;0;0;0;60;14178
="05.2012";6306;0;779;7501;0;0;0;54;14403
="06.2012";6034;0;1067;6457;0;0;0;34;13392
="07.2012";6952;0;1168;3824;0;0;0;41;11790
="08.2012";6147;0;865;5877;0;0;0;38;12780
="09.2012";6803;0;1270;8939;0;0;0;100;16769
="10.2012";11885;0;1342;16195;0;0;0;371;29220
="11.2012";17369;0;1026;17526;0;0;0;224;35600
="12.2012";15658;0;738;13424;0;0;0;173;29540
="01.2013";9612;0;756;11566;0;0;0;140;21789
="02.2013";9555;0;893;8984;0;0;0;74;19194
="03.2013";9719;0;1143;8181;0;0;0;55;18765
="04.2013";9476;0;1215;7832;0;0;0;43;18276
="05.2013";7395;0;742;5919;0;0;0;111;13895
="06.2013";8830;0;870;6718;0;0;0;78;16181
="07.2013";7496;0;894;3325;0;0;0;12;11553
="08.2013";5663;0;833;3050;0;0;0;53;9468
="09.2013";8508;0;787;9049;0;0;0;92;18164
="10.2013";14433;0;1641;14977;0;0;0;164;30729
="11.2013";12473;0;1614;16251;0;0;0;151;30037
="12.2013";13139;0;1873;13310;0;0;0;116;28053
="01.2014";11625;0;649;11917;0;0;0;54;23938
="02.2014";11298;0;674;9495;0;0;0;35;21152
="03.2014";10623;0;794;7143;0;0;0;119;18387
="04.2014";11140;0;933;6632;0;0;0;62;18505
="05.2014";10144;0;743;5946;0;0;0;38;16611
="06.2014";11809;0;1043;6186;0;0;0;65;18790
="07.2014";10446;0;1016;3472;0;0;0;35;14720
="08.2014";8459;0;841;3127;0;0;0;49;12267
="09.2014";13470;0;1000;9372;0;0;0;56;23430
="10.2014";16867;0;1667;15720;0;0;0;80;33808
="11.2014";19044;0;1042;15400;0;0;0;92;35096
="12.2014";18058;0;914;12251;0;0;0;60;30840
="01.2015";12626;0;1056;11018;0;0;0;65;24510
="02.2015";12280;0;918;7817;0;0;0;52;20794
="03.2015";11622;0;1425;8844;0;0;0;51;21657
="04.2015";13825;0;1508;12179;0;0;0;107;27105
="05.2015";13618;939;1171;9637;147;0;0;38;24719
="06.2015";12123;1255;1578;5838;513;0;0;38;20776
="07.2015";10223;1761;659;3653;353;0;0;27;16220
="08.2015";10337;1410;924;4244;286;0;0;15;16745
="09.2015";22800;1974;1420;12418;513;0;0;9;37853
="10.2015";35166;3233;2307;18799;540;0;0;33;58276
="11.2015";31884;3592;1553;20853;718;0;0;34;56798
="12.2015";33438;3428;1662;17812;449;0;0;34;54867
="01.2016";25526;2584;1623;13527;707;0;0;15;42526
="02.2016";11148;1183;1472;6047;389;0;0;8;19536
="03.2016";18975;3011;2092;10736;417;0;0;16;34136
="04.2016";20102;2308;1472;13034;472;0;0;19;36003
="05.2016";16091;1854;1256;10625;325;0;0;17;29116
="06.2016";12378;1630;958;6180;250;0;0;6;20771
="07.2016";12686;2116;1402;3444;271;0;0;8;19271
="08.2016";13281;1812;1322;4348;205;0;0;7;20309
="09.2016";28952;2039;1345;11583;580;0;0;17;43102
="10.2016";39379;4615;2502;16185;1366;0;0;34;62179
="11.2016";38871;4284;2612;19384;604;0;0;41;63404
="12.2016";36002;3922;2324;17078;487;0;0;43;57867
="01.2017";25594;3854;2180;14176;589;0;0;27;44828
="02.2017";24197;3232;1874;15284;439;0;0;91;43661
="03.2017";23553;2726;3386;13674;600;0;0;76;42564
="04.2017";21895;2844;1922;10439;660;0;0;33;36555
="05.2017";19430;2982;1249;8010;303;0;0;18;30921
="06.2017";20938;3046;1466;6110;628;0;0;7;31223
="07.2017";19249;2293;1960;3473;280;0;0;15;26264
="08.2017";18860;3444;2107;3911;319;0;0;14;27771
="09.2017";36912;4896;2118;10656;691;0;0;16;53535
="10.2017";51230;8459;2351;17964;865;0;0;52;78237
="11.2017";48852;13541;2530;20602;794;0;0;40;83452
="12.2017";44919;8724;2607;16656;491;0;0;28;70938
="01.2018";32985;6599;3684;11805;623;0;0;108;53706
="02.2018";27818;5386;2257;11321;366;0;0;33;45402
="03.2018";33938;5341;2313;12039;807;0;0;20;52528
="04.2018";32235;5936;1981;11568;698;0;0;17;50765
="05.2018";29101;6500;1889;10368;412;0;0;14;46897
="06.2018";31414;8329;2531;8909;602;0;0;17;50024
="07.2018";23672;5323;1835;3724;655;0;49;97;34195
="08.2018";24556;5524;1702;4579;626;0;82;35;35912
="09.2018";46909;8907;2237;11133;1023;0;51;148;67836
="10.2018";68315;15728;3811;23085;1139;0;121;193;108329
="11.2018";68542;18807;4108;21751;905;0;86;77;110115
="12.2018";66086;14922;2640;15401;804;0;73;44;96657
="01.2019";48289;14604;3194;14525;1052;0;68;39;78744
="02.2019";44786;11251;2129;12029;1800;0;140;53;69555
="03.2019";38991;11235;2139;14636;1742;0;88;110;66157
="04.2019";43888;12968;2076;16241;1819;0;182;45;74240
="05.2019";35746;11590;2144;15230;715;0;78;32;63371
="06.2019";27628;8720;1630;4272;794;0;37;10;41478
="07.2019";25747;9313;1807;3171;758;0;44;72;39337
="08.2019";26522;8707;2112;3124;758;0;69;37;39758
="09.2019";53290;11997;2112;10316;962;0;61;18;75960
="10.2019";74193;19748;3526;17166;2513;0;98;40;112987
="11.2019";70924;21104;3751;15598;3968;0;112;50;111382
="12.2019";66132;22328;3741;13244;1800;0;128;29;103388
="01.2020";46957;18882;3235;10968;1307;0;376;25;78202
="02.2020";48944;19255;2050;9134;2517;0;99;81;78959
="03.2020";44296;18164;1853;7963;1942;0;110;61;71423
="04.2020";35452;16985;1681;6685;1298;0;49;58;59707
="05.2020";24293;13090;2026;6205;1131;0;54;68;44950
="06.2020";22608;11688;1653;3394;657;0;36;3;38374
="07.2020";24309;13768;2181;2746;1119;0;59;5;42338
="08.2020";21295;11062;1545;2577;1269;0;122;4;36400
="09.2020";40381;18292;3419;6314;844;0;82;26;66614
="10.2020";60978;24497;7020;10037;835;0;173;35;99687
="11.2020";59848;23071;2215;10151;1648;0;52;27;93376
="12.2020";53083;24406;2971;9747;783;0;130;31;87477
="01.2021";38006;22392;2007;6922;778;0;90;85;67237
="02.2021";51258;31535;2580;8507;2090;0;180;47;91603
="03.2021";48194;29025;2455;7255;1630;0;108;17;85193
="04.2021";43205;23857;1809;6666;836;0;37;43;73036
="05.2021";30138;16837;1306;4033;466;0;55;24;50922
="06.2021";27440;13473;2695;3429;652;0;34;15;46035
="07.2021";27521;13684;2042;2442;625;0;235;8;44994
="08.2021";31585;11253;1979;1375;429;0;60;3;45418
="09.2021";45696;22240;2159;5417;802;0;85;16;73268
="10.2021";66133;33877;3469;10033;1072;0;97;28;110310
="11.2021";56547;31104;6967;8640;1192;0;194;22;100903
="12.2021";52506;30634;3228;8484;2112;0;201;16;93546
="01.2022";38811;28038;2865;5202;1107;0;175;9;73385
="02.2022";40131;27764;2355;5438;1011;0;49;21;73577
="03.2022";38558;27171;2006;4436;1317;0;156;26;70720
="04.2022";39274;29187;3265;4618;941;0;50;37;74365
="05.2022";33227;22130;9221;3994;2224;0;47;22;68190
="06.2022";27089;17601;2062;1524;786;0;57;9;47456
="07.2022";26335;12370;1893;724;1191;0;49;5;41108
="08.2022";26394;13179;1639;762;835;0;189;8;41535
="09.2022";43219;27195;8076;3302;701;0;187;17;79151
="10.2022";63757;39655;4717;5434;1351;0;129;29;111136
="11.2022";64437;40351;4648;5442;1312;152;60;19;112020
="12.2022";53557;38046;3072;5682;1239;355;102;32;98189
="01.2023";42283;27945;3012;3638;1169;316;149;15;75244
="02.2023";43292;34778;2157;3565;645;147;257;17;81016
="03.2023";42201;43731;1661;4225;1175;96;65;19;89137
="04.2023";38951;38288;2226;4018;1104;87;123;17;81219
="05.2023";36820;27176;1946;2978;850;76;195;8;66950
="06.2023";32994;18108;892;1083;655;139;201;10;52202
="07.2023";27209;13811;1020;562;519;289;136;4;41915
="08.2023";21755;14980;1060;590;373;302;105;5;37624
="09.2023";42945;28731;2522;2230;1416;127;253;26;74843
="10.2023";62716;43298;4064;3424;621;80;216;32;109688
="11.2023";58160;46053;4074;3788;1183;96;318;39;108515
="12.2023";50790;38636;2066;2477;1451;135;476;23;92184
="01.2024";42245;38130;1548;2348;420;86;166;15;81480
="02.2024";43852;36821;1552;3934;467;47;69;21;83162
="03.2024";36796;35255;792;4560;675;115;146;17;75177
="04.2024";33741;28764;733;3080;417;199;114;16;64292
="05.2024";27258;22691;949;1589;268;226;107;11;50819
="06.2024";22791;16639;588;695;225;150;243;1;39754
="07.2024";20289;13822;483;328;414;74;166;4;34216
="08.2024";21112;14524;548;334;282;68;112;9;35778
="09.2024";41956;29785;1402;1561;1230;104;124;27;72952
="10.2024";55553;45650;1961;2293;1259;108;250;23;103119
="11.2024";53610;45445;1516;2487;1833;118;339;25;101216
="12.2024";46405;36101;925;2160;993;106;183;17;83868
="01.2025";30299;26331;671;1976;716;193;164;2;58000
="02.2025";32468;28931;1083;3179;438;39;189;14;63463
="03.2025";31632;26399;951;2558;489;48;238;10;59783
="04.2025";31113;26978;573;2196;1774;81;136;12;60466
="05.2025";25490;20796;679;1533;1506;46;77;142;48630
="06.2025";28204;19376;664;347;245;157;83;90;48051
="07.2025";19407;12615;973;353;222;83;621;35;32928
="08.2025";16996;13250;835;321;220;68;752;59;31316
="09.2025";10773;8187;716;294;77;28;341;1;19534
