Статистика популярности языков программирования на acmp.ru
количество уникальных пар пользователь-задача для всех попыток сдать решение на языке в течение месяца
month;C++;Python;Java;Pascal;C#;JavaScript;Go;Basic;all
="09.2011";8215;0;878;10040;0;0;0;108;18953
="10.2011";10351;0;1612;17446;0;0;0;331;29273
="11.2011";8684;0;990;16040;0;0;0;195;25580
="12.2011";10330;0;916;16058;0;0;0;167;27072
="01.2012";9864;0;641;12254;0;0;0;102;22572
="02.2012";6954;0;564;9964;0;0;0;145;17393
="03.2012";6446;0;837;9205;0;0;0;62;16290
="04.2012";5891;0;832;7648;0;0;0;60;14178
="05.2012";6306;0;779;7501;0;0;0;54;14403
="06.2012";6034;0;1067;6457;0;0;0;34;13392
="07.2012";6952;0;1168;3824;0;0;0;41;11790
="08.2012";6148;0;865;5877;0;0;0;38;12781
="09.2012";6803;0;1271;8939;0;0;0;100;16770
="10.2012";11885;0;1344;16195;0;0;0;371;29222
="11.2012";17369;0;1026;17526;0;0;0;224;35600
="12.2012";15658;0;738;13424;0;0;0;173;29540
="01.2013";9612;0;756;11566;0;0;0;140;21789
="02.2013";9555;0;893;8984;0;0;0;74;19194
="03.2013";9719;0;1143;8181;0;0;0;55;18765
="04.2013";9477;0;1215;7832;0;0;0;43;18277
="05.2013";7396;0;742;5919;0;0;0;111;13896
="06.2013";8831;0;870;6718;0;0;0;78;16182
="07.2013";7496;0;894;3325;0;0;0;12;11553
="08.2013";5663;0;833;3050;0;0;0;53;9468
="09.2013";8508;0;787;9049;0;0;0;92;18164
="10.2013";14433;0;1642;14977;0;0;0;164;30730
="11.2013";12473;0;1614;16251;0;0;0;151;30037
="12.2013";13139;0;1873;13310;0;0;0;116;28053
="01.2014";11625;0;649;11917;0;0;0;54;23938
="02.2014";11298;0;674;9495;0;0;0;35;21152
="03.2014";10623;0;794;7143;0;0;0;119;18387
="04.2014";11140;0;933;6632;0;0;0;62;18505
="05.2014";10144;0;743;5946;0;0;0;38;16611
="06.2014";11809;0;1043;6186;0;0;0;65;18790
="07.2014";10446;0;1016;3472;0;0;0;35;14720
="08.2014";8459;0;841;3127;0;0;0;49;12267
="09.2014";13471;0;1000;9372;0;0;0;56;23431
="10.2014";16867;0;1667;15720;0;0;0;80;33808
="11.2014";19047;0;1042;15400;0;0;0;92;35099
="12.2014";18060;0;914;12251;0;0;0;60;30842
="01.2015";12627;0;1056;11018;0;0;0;65;24511
="02.2015";12282;0;918;7818;0;0;0;52;20797
="03.2015";11622;0;1425;8844;0;0;0;51;21657
="04.2015";13825;0;1508;12179;0;0;0;107;27105
="05.2015";13618;939;1171;9637;147;0;0;38;24719
="06.2015";12123;1255;1578;5838;513;0;0;38;20776
="07.2015";10223;1761;659;3653;353;0;0;27;16220
="08.2015";10338;1410;924;4244;286;0;0;15;16746
="09.2015";22801;1974;1420;12418;513;0;0;9;37854
="10.2015";35166;3233;2307;18799;540;0;0;33;58276
="11.2015";31885;3592;1553;20853;718;0;0;34;56799
="12.2015";33439;3430;1662;17812;449;0;0;34;54870
="01.2016";25527;2584;1623;13527;707;0;0;15;42527
="02.2016";11148;1183;1472;6047;389;0;0;8;19536
="03.2016";18976;3011;2092;10736;417;0;0;16;34137
="04.2016";20105;2308;1472;13035;472;0;0;19;36007
="05.2016";16093;1854;1256;10625;325;0;0;17;29118
="06.2016";12379;1630;959;6180;250;0;0;6;20772
="07.2016";12686;2116;1402;3444;271;0;0;8;19271
="08.2016";13281;1812;1322;4348;205;0;0;7;20309
="09.2016";28952;2039;1345;11584;580;0;0;17;43103
="10.2016";39379;4615;2502;16187;1366;0;0;34;62181
="11.2016";38871;4284;2612;19385;604;0;0;41;63405
="12.2016";36004;3922;2324;17078;487;0;0;43;57869
="01.2017";25594;3854;2180;14176;589;0;0;27;44828
="02.2017";24197;3232;1874;15284;439;0;0;91;43661
="03.2017";23553;2726;3386;13675;600;0;0;76;42565
="04.2017";21896;2844;1923;10439;660;0;0;33;36557
="05.2017";19430;2982;1249;8011;303;0;0;18;30922
="06.2017";20938;3046;1466;6110;628;0;0;7;31223
="07.2017";19249;2293;1960;3473;280;0;0;15;26264
="08.2017";18860;3444;2107;3911;319;0;0;14;27771
="09.2017";36912;4896;2118;10656;691;0;0;16;53535
="10.2017";51230;8459;2351;17965;865;0;0;52;78238
="11.2017";48852;13541;2530;20602;794;0;0;40;83452
="12.2017";44920;8724;2607;16656;491;0;0;28;70939
="01.2018";32985;6599;3684;11808;623;0;0;108;53709
="02.2018";27819;5386;2257;11322;366;0;0;33;45404
="03.2018";33939;5341;2313;12039;807;0;0;20;52529
="04.2018";32236;5936;1981;11568;698;0;0;17;50766
="05.2018";29102;6500;1889;10368;412;0;0;14;46898
="06.2018";31415;8329;2532;8909;602;0;0;17;50025
="07.2018";23672;5323;1835;3724;655;0;49;97;34195
="08.2018";24556;5524;1702;4579;626;0;82;35;35912
="09.2018";46909;8907;2237;11133;1023;0;51;148;67836
="10.2018";68315;15728;3811;23085;1139;0;121;193;108329
="11.2018";68543;18807;4108;21751;905;0;86;77;110116
="12.2018";66087;14922;2640;15401;804;0;73;44;96658
="01.2019";48292;14604;3194;14525;1052;0;68;39;78747
="02.2019";44786;11251;2129;12030;1800;0;140;53;69555
="03.2019";38991;11235;2139;14636;1742;0;88;110;66157
="04.2019";43889;12968;2076;16241;1819;0;182;45;74241
="05.2019";35747;11590;2144;15230;715;0;78;32;63372
="06.2019";27628;8720;1630;4272;794;0;37;10;41478
="07.2019";25747;9313;1807;3171;758;0;44;72;39337
="08.2019";26522;8707;2112;3124;758;0;69;37;39758
="09.2019";53292;11997;2112;10316;962;0;61;18;75962
="10.2019";74193;19748;3526;17167;2514;0;98;40;112988
="11.2019";70924;21104;3751;15598;3968;0;112;50;111382
="12.2019";66134;22328;3741;13244;1800;0;128;29;103390
="01.2020";46957;18882;3235;10968;1307;0;376;25;78202
="02.2020";48944;19255;2050;9134;2517;0;99;81;78959
="03.2020";44296;18164;1853;7963;1942;0;110;61;71423
="04.2020";35452;16986;1681;6685;1298;0;49;58;59707
="05.2020";24295;13092;2026;6205;1131;0;54;68;44953
="06.2020";22608;11688;1653;3394;657;0;36;3;38374
="07.2020";24309;13768;2181;2746;1119;0;59;5;42338
="08.2020";21295;11063;1545;2577;1269;0;122;4;36400
="09.2020";40381;18292;3419;6314;844;0;82;26;66614
="10.2020";60978;24497;7020;10037;835;0;173;35;99687
="11.2020";59848;23071;2215;10151;1648;0;52;27;93376
="12.2020";53085;24406;2971;9747;783;0;130;31;87477
="01.2021";38006;22392;2007;6922;778;0;90;85;67237
="02.2021";51258;31535;2580;8507;2090;0;180;47;91603
="03.2021";48195;29026;2455;7256;1630;0;108;17;85195
="04.2021";43205;23859;1809;6666;836;0;37;43;73038
="05.2021";30139;16840;1306;4034;466;0;55;24;50927
="06.2021";27440;13473;2695;3429;652;0;34;15;46035
="07.2021";27522;13684;2042;2442;625;0;235;8;44995
="08.2021";31585;11253;1979;1375;429;0;60;3;45418
="09.2021";45696;22243;2159;5417;802;0;85;16;73271
="10.2021";66134;33878;3469;10033;1072;0;97;28;110312
="11.2021";56566;31107;6967;8642;1193;0;194;22;100923
="12.2021";52507;30637;3228;8485;2112;0;201;16;93551
="01.2022";38813;28040;2865;5202;1107;0;175;9;73389
="02.2022";40134;27765;2355;5438;1011;0;49;21;73581
="03.2022";38565;27174;2006;4436;1317;0;156;26;70727
="04.2022";39277;29188;3265;4618;941;0;50;37;74368
="05.2022";33229;22130;9221;3994;2224;0;47;22;68192
="06.2022";27089;17602;2062;1524;786;0;57;9;47457
="07.2022";26335;12370;1893;724;1191;0;49;5;41108
="08.2022";26396;13179;1639;762;835;0;189;8;41536
="09.2022";43221;27196;8076;3302;701;0;187;17;79154
="10.2022";63758;39658;4717;5434;1351;0;129;29;111137
="11.2022";64441;40353;4648;5442;1312;152;60;19;112023
="12.2022";53560;38046;3072;5682;1239;355;102;32;98192
="01.2023";42288;27946;3012;3638;1169;316;149;15;75248
="02.2023";43298;34782;2157;3566;645;147;257;17;81024
="03.2023";42202;43732;1661;4227;1175;96;65;19;89141
="04.2023";38954;38290;2226;4020;1104;87;123;17;81225
="05.2023";36828;27179;1946;2979;850;76;195;9;66959
="06.2023";32996;18108;892;1084;658;139;202;10;52208
="07.2023";27210;13811;1020;562;519;289;136;4;41916
="08.2023";4940;3094;247;119;61;104;23;0;8259
